instrument,total_return,max_drawdown,sharpe_ratio,win_loss_ratio,num_trades
SOL,-1.0003236425811786,2.46777622293389,-0.4803001496444475,0.46153846153846156,57.0
USDC,-7.08571428569219,-0.0,-1.224744871391589,0.0,3.0
RUNE,-1.039057833315837,6.445648272334644,-0.7610722010861326,0.25,45.0
PENDLE,0.003919638520401891,1.669394116500749,0.8383890415140791,0.5909090909090909,35.0
ETH,-1.0930425429514854,1.8561197266084695,0.8651763427422935,0.5306122448979592,75.0
BTC,1.1238678336181391,5.13870790287481e-16,,,1.0
